Price,Close,High,Low,Open,Volume
Ticker,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK,BBCA.JK
Date,,,,,
12/3/2020,5717.973145,5775.50693,5686.993414,5753.378551,98210000
12/4/2020,5656.01416,5722.399303,5629.460103,5717.973627,64995500
12/7/2020,5771.082031,5824.190148,5735.67662,5753.379326,96636000
12/8/2020,5744.527832,5771.08189,5686.99404,5771.08189,70561500
12/10/2020,5837.393555,5859.588967,5806.319977,5850.710802,151420500
12/11/2020,5979.444336,6019.39608,5855.150022,5859.589104,214160000
12/14/2020,6054.908691,6063.786857,6032.713278,6037.152361,179785500
12/15/2020,6028.273926,6125.933739,5864.027876,6063.786585,164024500
12/16/2020,6170.324707,6170.324707,6072.664892,6090.421222,138674000
12/17/2020,6157.007813,6214.715889,6054.908909,6183.642309,91920000
12/18/2020,6037.151855,6157.007076,5997.200115,6157.007076,147238500
12/21/2020,6063.786621,6117.05561,6037.152126,6117.05561,93692500
12/22/2020,5961.687988,6054.908724,5957.248906,5983.883401,61790500
12/23/2020,5970.565918,6130.372887,5877.345186,6130.372887,76948000
12/28/2020,6019.395996,6054.908657,5912.858014,6028.274161,60234000
12/29/2020,6006.079102,6046.030847,5983.883687,6014.957267,34212500
12/30/2020,6010.51709,6037.151582,5948.369941,6037.151582,52675500
1/4/2021,6068.226074,6085.982405,5966.127172,6037.152495,47937000
1/5/2021,6294.618652,6294.618652,6081.542704,6090.420868,104831000
1/6/2021,6165.885742,6281.30189,6108.177668,6259.106477,89753500
1/7/2021,6183.641602,6259.106,6134.811697,6214.715177,71360000
1/8/2021,6259.105957,6285.74045,6192.519723,6245.78871,75033500
1/11/2021,6521.012207,6534.329455,6343.448907,6347.887989,169034500
1/12/2021,6356.765625,6552.085239,6356.765625,6521.011664,95235000
1/13/2021,6321.253418,6458.864974,6276.862593,6432.230479,76581500
1/14/2021,6232.47168,6294.618833,6210.276268,6259.106174,89319500
1/15/2021,6174.763672,6303.497063,6072.664776,6299.05798,89853500
1/18/2021,6321.253418,6325.6925,6077.103883,6174.763697,86343000
1/19/2021,6299.058105,6321.253518,6219.15462,6321.253518,73777000
1/20/2021,6299.058105,6476.621407,6276.862693,6361.205261,107216000
1/21/2021,6281.302246,6481.060975,6267.984998,6463.304643,66428000
1/22/2021,6285.741211,6356.766535,6281.302128,6281.302128,80829000
1/25/2021,6245.789551,6392.279284,6214.715971,6392.279284,76836500
1/26/2021,6054.908691,6214.715666,6054.908691,6174.763922,98658000
1/27/2021,6028.273926,6152.568234,5952.809525,6054.90842,97920000
1/28/2021,6125.933594,6148.129005,6028.273783,6028.273783,104627000
1/29/2021,6001.63916,6214.715107,6001.63916,6125.933462,132762500
2/1/2021,6054.908691,6143.690344,5855.149974,6001.6397,113129000
2/2/2021,6037.151855,6196.958816,6037.151855,6183.64157,86741000
2/3/2021,6059.347168,6214.715044,6059.347168,6214.715044,67291000
2/4/2021,6085.982422,6214.715821,6068.226091,6143.690497,80950500
2/5/2021,6139.251953,6170.325535,6085.982956,6099.300205,51602000
2/8/2021,6143.690918,6263.54616,6108.178254,6259.107077,45604000
2/9/2021,6196.959473,6241.3503,6174.764059,6214.715804,75574000
2/10/2021,6143.690918,6259.107077,6125.934586,6259.107077,44984500
2/11/2021,6108.177734,6201.39847,6072.665073,6201.39847,36926000
2/15/2021,6037.151855,6117.055336,5966.12654,6063.786349,83922000
2/16/2021,6161.446777,6165.88586,6063.786958,6108.177785,47221000
2/17/2021,6125.933594,6179.202582,6081.542771,6117.055429,66011500
2/18/2021,5979.444336,6125.934064,5979.444336,6081.543237,91204000
2/19/2021,6059.347168,6081.542579,6001.6391,6019.395428,70487500
2/22/2021,6028.273926,6161.446398,6028.273926,6125.933739,68913000
2/23/2021,6059.347168,6077.103497,6014.956346,6054.908086,58360000
2/24/2021,5970.565918,6068.225732,5970.565918,6059.347567,71869000
2/25/2021,5952.80957,6010.517642,5930.614158,5983.883147,78688000
2/26/2021,5957.249512,6046.031174,5899.541432,5952.810429,173631500
3/1/2021,6254.66748,6254.66748,6037.15243,6063.786926,205539000
3/2/2021,6228.033203,6356.766605,6214.715955,6321.253942,81446500
3/3/2021,6214.71582,6290.180227,6214.71582,6272.423896,84470000
3/4/2021,5966.126465,6214.715068,5966.126465,6130.372506,120802500
3/5/2021,6037.151855,6148.128912,5966.12654,5966.12654,111871500
3/8/2021,5966.126465,6170.324246,5966.126465,6170.324246,90883000
3/9/2021,5864.027832,5961.687645,5859.58875,5948.370397,135582000
3/10/2021,5952.80957,5966.126818,5877.345169,5966.126818,50302000
3/12/2021,6006.079102,6108.178007,5961.688273,6103.738924,74328000
3/15/2021,5917.296387,6054.907931,5917.296387,6050.468849,57416000
3/16/2021,5881.783691,5957.248086,5877.344609,5957.248086,70755500
3/17/2021,5868.466797,5917.296702,5864.027715,5903.979455,71474500
3/18/2021,5952.80957,5966.126818,5868.467004,5877.345169,70067500
3/19/2021,6001.63916,6010.517325,5881.78394,6010.517325,125853000
3/22/2021,5877.345215,5930.614205,5868.46705,5895.101545,67523500
3/23/2021,5828.514648,5966.12619,5819.636484,5966.12619,127762500
3/24/2021,5717.538574,5815.198395,5699.782243,5784.124815,152050000
3/25/2021,5655.391602,5717.538762,5619.878938,5682.026099,119101500
3/26/2021,5695.343262,5721.977759,5593.244357,5655.391516,134467500
3/29/2021,5646.512695,5784.124247,5646.512695,5690.903518,113370500
3/30/2021,5677.586914,5730.855908,5655.3915,5655.3915,83115500
3/31/2021,5517.778809,5677.585757,5455.631662,5673.146675,223390500
4/1/2021,5526.657227,5566.608966,5464.510077,5517.779062,112286000
4/5/2021,5464.510254,5584.365475,5464.510254,5548.852817,73311500
4/6/2021,5473.388672,5477.827754,5397.92427,5446.754177,80215000
4/7/2021,5548.853516,5571.04893,5446.754611,5464.510942,107908000
4/8/2021,5523.105469,5595.126404,5514.102852,5581.622479,123697500
4/9/2021,5581.62207,5689.653465,5532.107681,5685.152157,116961000
4/12/2021,5460.087402,5667.147601,5455.586094,5667.147601,110411500
4/13/2021,5401.570313,5455.586016,5383.565078,5446.583398,119211500
4/14/2021,5676.150391,5676.150391,5455.58626,5496.098039,135519500
4/15/2021,5653.643555,5680.651406,5563.617383,5676.150098,102686500
4/16/2021,5649.142578,5734.667446,5595.126872,5734.667446,79293500
4/19/2021,5644.640625,5653.643242,5608.630158,5649.141933,47095000
4/20/2021,5613.130859,5626.634783,5568.117781,5581.621705,72721000
4/21/2021,5550.113281,5604.128982,5550.113281,5581.62244,68397000
4/22/2021,5595.125977,5649.141674,5563.61682,5581.622052,63758000
4/23/2021,5752.672363,5757.173672,5604.12918,5653.643575,108498500
4/26/2021,5658.14502,5761.675119,5653.643711,5757.173811,108742000
4/27/2021,5766.175781,5793.18363,5721.162699,5734.666624,132650000
4/28/2021,5689.654297,5766.176546,5685.152988,5761.675237,87660000
4/29/2021,5770.678223,5815.691313,5725.665132,5815.691313,57355000
4/30/2021,5766.175781,5806.687555,5743.66924,5806.687555,65829500
5/3/2021,5752.672363,5833.695918,5712.160586,5833.695918,42065500
5/4/2021,5761.674805,5788.682655,5707.659103,5716.66172,50123500
5/5/2021,5784.181641,5788.682949,5761.675097,5779.680332,51685000
5/6/2021,5784.181641,5806.688184,5761.675097,5761.675097,38115500
5/7/2021,5761.674805,5815.690506,5748.170879,5815.690506,48864000
5/10/2021,5779.680176,5779.680176,5757.173633,5761.674942,68180500
5/11/2021,5833.696289,5833.696289,5676.150479,5761.675347,70680000
5/17/2021,5851.700195,5851.700195,5739.167499,5851.700195,129058500
5/18/2021,5752.672363,5811.189375,5730.16582,5761.67498,73563000
5/19/2021,5712.160645,5761.675039,5703.158027,5743.669805,64912500
5/20/2021,5743.669922,5793.184318,5716.66207,5752.672539,64950000
5/21/2021,5725.664063,5806.687611,5635.637898,5806.687611,92620000
5/24/2021,5694.155273,5743.669667,5662.646114,5721.163125,59210000
5/25/2021,5721.164063,5797.68632,5671.649661,5671.649661,87470000
5/27/2021,5644.640625,5833.695574,5644.640625,5797.685108,537971500
5/28/2021,5707.65918,5734.667031,5698.656563,5698.656563,102108500
5/31/2021,5739.168945,5752.672872,5694.155856,5725.665018,101442000
6/2/2021,5820.192383,5865.205472,5779.680603,5851.701545,141732500
6/3/2021,5941.727539,5941.727539,5788.683042,5847.200055,133810500
6/4/2021,5923.722168,5959.732637,5851.70123,5959.732637,62108500
6/7/2021,5878.709473,5914.719944,5788.683294,5905.717326,62576000
6/8/2021,5788.683105,5919.22106,5788.683105,5919.22106,64348000
6/9/2021,5878.709473,5883.210782,5725.664969,5725.664969,77198000
6/10/2021,5959.732422,5959.732422,5842.698402,5901.215412,73262500
6/11/2021,5824.693848,5923.722646,5815.69123,5914.720028,72780500
6/14/2021,5770.678223,5869.707022,5761.675605,5869.707022,61478500
6/15/2021,5824.693848,5824.693848,5766.176831,5802.187303,87799000
6/16/2021,5748.171387,5793.184475,5725.664843,5779.680549,48984000
6/17/2021,5698.657227,5752.672935,5649.142827,5752.672935,68448500
6/18/2021,5694.155273,5712.160508,5653.643497,5671.648731,118043000
6/21/2021,5626.635742,5671.648828,5590.625273,5671.648828,60823500
6/22/2021,5707.65918,5752.672265,5617.63301,5626.635627,65824000
6/23/2021,5608.630371,5707.659158,5608.630371,5667.147381,52451000
6/24/2021,5590.625,5680.651167,5581.622383,5680.651167,56010000
6/25/2021,5572.620117,5635.638438,5572.620117,5608.630586,68939500
6/28/2021,5451.084473,5536.609332,5451.084473,5491.596248,84420500
6/29/2021,5442.082031,5482.593808,5437.580723,5446.58334,53704000
6/30/2021,5424.077148,5464.588928,5401.570604,5401.570604,65795000
7/1/2021,5424.077148,5469.090237,5401.570604,5455.58631,58153000
7/2/2021,5491.596191,5527.606658,5437.580491,5464.588341,67392500
7/5/2021,5500.599121,5518.604356,5464.588652,5491.596504,39710500
7/6/2021,5451.084473,5500.598865,5451.084473,5500.598865,34279500
7/7/2021,5460.087402,5563.617501,5428.578242,5563.617501,35595000
7/8/2021,5415.074219,5437.580762,5383.565059,5401.570293,47297000
7/9/2021,5419.575195,5419.575195,5392.567346,5410.572579,40707500
7/12/2021,5554.614746,5563.617363,5419.57549,5464.588575,65981500
7/13/2021,5442.082031,5559.116053,5415.07418,5554.614745,65946500
7/14/2021,5392.567383,5428.577849,5383.564766,5419.575233,59321000
7/15/2021,5505.100098,5505.100098,5397.068698,5401.570006,49724000
7/16/2021,5500.599121,5554.614824,5451.084726,5554.614824,47998500
7/19/2021,5406.071289,5500.598764,5406.071289,5500.598764,47119000
7/21/2021,5410.573242,5509.602037,5410.573242,5446.583713,55009500
7/22/2021,5541.110352,5541.110352,5446.58288,5505.099886,60792000
7/23/2021,5433.079102,5572.619658,5424.076485,5563.617042,79938000
7/26/2021,5406.071289,5455.585681,5406.071289,5437.580447,48171500
7/27/2021,5406.071289,5455.585681,5401.569981,5406.071289,53107500
7/28/2021,5383.564453,5410.572302,5374.561837,5406.070993,74133000
7/29/2021,5437.580566,5478.092342,5383.564865,5451.084492,84605000
7/30/2021,5374.5625,5491.596524,5365.559883,5437.580821,105685000
8/2/2021,5365.560547,5460.08804,5316.046146,5455.586731,119981500
8/3/2021,5532.10791,5563.617068,5388.066044,5424.076511,110071500
8/4/2021,5509.601563,5536.609413,5455.585861,5532.108105,41112000
8/5/2021,5671.649414,5680.652032,5527.607524,5554.615379,93768000
8/6/2021,5545.611816,5725.664148,5523.105275,5725.664148,67285000
8/9/2021,5581.62207,5581.62207,5496.097216,5523.105065,52858500
8/10/2021,5671.649414,5671.649414,5505.100979,5626.636323,60446000
8/12/2021,5671.649414,5689.65465,5509.602288,5509.602288,118325500
8/13/2021,5770.678223,5793.184768,5694.155969,5716.662514,86929000
8/16/2021,5779.680176,5779.680176,5676.150079,5779.680176,69282000
8/18/2021,5941.727539,6085.769419,5815.690894,5869.706599,186354500
8/19/2021,5941.727539,5941.727539,5878.709217,5941.727539,100926000
8/20/2021,5941.727539,5941.727539,5860.703982,5941.727539,120163500
8/23/2021,5932.725098,5932.725098,5865.205465,5865.205465,68253000
8/24/2021,5941.727539,5941.727539,5851.701364,5914.719687,59561500
8/25/2021,5941.727539,5946.228848,5928.223613,5941.727539,80751500
8/26/2021,5905.716797,5923.722031,5824.693243,5905.716797,74337000
8/27/2021,5860.703613,5878.708847,5842.698379,5842.698379,71572500
8/30/2021,5910.217773,5923.721698,5869.705999,5878.708615,74564500
8/31/2021,5896.714844,5914.72008,5865.20568,5869.70699,115373500
9/1/2021,5910.217773,5941.726931,5883.209924,5896.713849,67362500
9/2/2021,5887.711914,5919.221076,5811.189664,5874.207988,53257000
9/3/2021,5941.727539,5941.727539,5865.20529,5905.717069,35764500
9/6/2021,5919.221191,5946.229045,5896.714647,5941.727736,36780000
9/7/2021,5914.719238,5946.228397,5914.719238,5937.22578,53902000
9/8/2021,5797.685547,5937.226115,5779.680312,5896.714337,77888000
9/9/2021,5914.719238,5914.719238,5770.677369,5770.677369,110074000
9/10/2021,5869.706055,5910.21783,5847.199513,5847.199513,41483500
9/13/2021,5901.215332,5905.71664,5874.207482,5905.71664,29929000
9/14/2021,5892.213379,5937.226468,5847.20029,5932.725159,51990500
9/15/2021,5847.200684,5896.715085,5838.198065,5892.213776,44514000
9/16/2021,5851.700195,5923.721121,5833.694964,5923.721121,58672500
9/17/2021,5869.706055,5883.20998,5833.695588,5842.698205,117540000
9/20/2021,5928.223633,5932.724942,5860.704001,5914.719707,73157500
9/21/2021,5842.69873,5883.210509,5824.693496,5860.703965,57115500
9/22/2021,5901.215332,5923.721874,5851.700939,5851.700939,68722000
9/23/2021,5923.722168,5932.724785,5892.213008,5901.215625,60998500
9/24/2021,5928.223633,5928.223633,5851.701384,5851.701384,60539500
9/27/2021,5923.722168,5937.226094,5901.215625,5928.223477,55052500
9/28/2021,5869.706055,5905.716521,5851.700821,5887.711288,80186000
9/29/2021,5923.722168,5923.722168,5865.205156,5869.706464,74079000
9/30/2021,6301.83252,6301.83252,5937.226495,5941.727804,156848000
10/1/2021,6085.769043,6211.80568,6040.755958,6211.80568,103954500
10/4/2021,6265.821777,6265.821777,6067.764192,6067.764192,74719000
10/5/2021,6252.317871,6252.317871,6175.795622,6220.80871,54986500
10/6/2021,6463.878906,6463.878906,6274.823952,6283.826569,174312000
10/7/2021,6445.873535,6459.37746,6373.852602,6459.37746,107263500
10/8/2021,6562.907715,6571.910332,6459.377621,6481.884163,94643500
10/11/2021,6531.398438,6562.907596,6508.891896,6517.894512,47201000
10/12/2021,6589.915527,6589.915527,6522.395901,6531.398518,91067000
10/13/2021,6774.46875,7427.15843,6661.936047,6661.936047,210893300
10/14/2021,6977.027832,7112.06708,6841.988584,6841.988584,138811900
10/15/2021,6887.001953,7089.560834,6706.949614,7022.041207,142378200
10/18/2021,6774.46875,6909.507994,6729.455669,6887.001453,116644300
10/19/2021,6751.962891,6774.469434,6616.923633,6729.456348,134601200
10/21/2021,6661.937012,6796.976275,6616.923924,6751.963188,106120100
10/22/2021,6774.46875,6796.975291,6684.442587,6706.949128,96730700
10/25/2021,6774.46875,6774.46875,6661.936047,6661.936047,60329800
10/26/2021,6774.46875,6841.988372,6751.962209,6841.988372,70103000
10/27/2021,6706.949707,6819.48242,6684.443164,6819.48242,57067000
10/28/2021,6639.429688,6684.44277,6616.923146,6616.923146,75271900
10/29/2021,6729.455566,6729.455566,6639.429405,6706.949026,60639200
11/1/2021,6661.937012,6796.976275,6661.937012,6796.976275,38593400
11/2/2021,6571.910156,6684.442864,6526.897073,6639.429781,90535400
11/3/2021,6616.92334,6661.936424,6526.897172,6571.910256,61621500
11/4/2021,6639.429688,6729.455853,6639.429688,6684.44277,61081400
11/5/2021,6706.949707,6729.45625,6639.430079,6729.45625,43120400
11/8/2021,6819.482422,6841.988965,6706.949709,6751.962794,85441700
11/9/2021,6909.508301,6909.508301,6819.482134,6841.988676,101785800
11/10/2021,6887.001953,6909.508495,6819.482326,6909.508495,47503900
11/11/2021,6909.508301,6977.027926,6841.988676,6932.014842,55790000
11/12/2021,6774.46875,6977.027616,6774.46875,6977.027616,52590100
11/15/2021,6751.962891,6864.495605,6751.962891,6864.495605,67344200
11/16/2021,6729.455566,6729.455566,6594.416324,6661.935945,98616900
11/17/2021,6842.366211,6842.366211,6706.873811,6774.620011,61968100
11/18/2021,6684.29248,6774.620757,6684.29248,6706.87455,78839600
11/19/2021,6706.874512,6729.456581,6661.710374,6706.874512,68203700
11/22/2021,6752.038086,6797.20222,6684.291884,6706.873952,66328300
11/23/2021,6752.038086,6774.620153,6684.291884,6684.291884,43477500
11/24/2021,6752.038086,6842.366355,6706.873952,6842.366355,35181400
11/25/2021,6706.874512,6797.202788,6706.874512,6729.456581,40216100
11/26/2021,6571.381836,6729.456313,6548.799768,6684.292177,113288400
11/29/2021,6684.29248,6706.87455,6481.053858,6571.382135,87907900
11/30/2021,6571.381836,6706.874245,6571.381836,6616.545972,144923700
12/1/2021,6593.963867,6729.456275,6571.381799,6571.381799,76538100
12/2/2021,6774.620117,6774.620117,6593.963581,6661.709782,66831000
12/3/2021,6661.710449,6797.202865,6639.12838,6797.202865,63283700
12/6/2021,6639.128418,6752.038765,6639.128418,6729.456696,56944100
12/7/2021,6639.128418,6752.038765,6639.128418,6729.456696,51258200
12/8/2021,6706.874512,6752.03865,6684.292443,6729.456581,74775000
12/9/2021,6639.128418,6729.456696,6639.128418,6684.292557,54886400
12/10/2021,6661.710449,6661.710449,6571.382172,6616.546311,91092400
12/13/2021,6593.963867,6684.292139,6593.963867,6661.710071,59977100
12/14/2021,6593.963867,6661.710071,6571.381799,6593.963867,49763600
12/15/2021,6593.963867,6661.710071,6571.381799,6593.963867,52477600
12/16/2021,6571.381836,6684.292177,6571.381836,6661.710109,95171400
12/17/2021,6774.620117,6774.620117,6593.963581,6616.545648,107096800
12/20/2021,6661.710449,6684.292519,6616.546311,6639.12838,74753000
12/21/2021,6661.710449,6684.292519,6616.546311,6616.546311,52386100
12/22/2021,6616.545898,6706.87417,6616.545898,6706.87417,33232000
12/23/2021,6593.963867,6639.128003,6593.963867,6616.545935,37136400
12/24/2021,6593.963867,6639.128003,6593.963867,6593.963867,30802100
12/27/2021,6639.128418,6639.128418,6593.964279,6593.964279,20722100
12/28/2021,6639.128418,6684.292557,6616.546349,6661.710487,39343800
12/29/2021,6593.963867,6661.710071,6593.963867,6639.128003,42079500
12/30/2021,6593.963867,6639.128003,6593.963867,6639.128003,49954700
1/3/2022,6616.545898,6684.292102,6593.963831,6616.545898,54287400
1/4/2022,6684.29248,6729.456619,6616.546273,6616.546273,70624000
1/5/2022,6729.455566,6797.201763,6661.709369,6729.455566,76164900
1/6/2022,6752.038086,6797.20222,6706.873952,6774.620153,63657100
1/7/2022,6910.112793,6955.276929,6774.620385,6819.784521,143433300
1/10/2022,6864.94873,6910.112867,6819.784594,6842.366662,45351900
1/11/2022,6955.276855,6955.276855,6887.530652,6910.11272,110334600
1/12/2022,6955.276855,6955.276855,6910.11272,6955.276855,62606000
1/13/2022,6955.276855,7000.440991,6910.11272,6955.276855,50025200
1/14/2022,7090.769531,7090.769531,6910.112983,6955.27712,65898700
1/17/2022,7000.440918,7135.933323,6955.276783,7135.933323,63902600
1/18/2022,6932.694824,7023.023096,6819.784485,7023.023096,71476300
1/19/2022,6932.694824,6977.85896,6842.366553,6910.112756,60389700
1/20/2022,7023.023438,7023.023438,6887.531024,6977.8593,59925500
1/21/2022,7181.097168,7181.097168,6955.276502,7023.022702,63370500
1/24/2022,7045.60498,7090.769115,7023.022913,7068.187048,40278300
1/25/2022,7023.023438,7023.023438,6887.531024,6932.695162,106796900
1/26/2022,6955.276855,7000.440991,6910.11272,6955.276855,53350200
1/27/2022,7045.60498,7045.60498,6887.53051,6887.53051,71945100
1/28/2022,7023.023438,7068.187575,6955.277231,7045.605506,70595000
1/31/2022,6887.530762,7023.02317,6887.530762,7023.02317,68122000
2/2/2022,7045.60498,7045.60498,6932.694644,7023.022913,65308100
2/3/2022,6977.858398,7068.186662,6955.276332,7045.604596,35100600
2/4/2022,6977.858398,7045.604596,6955.276332,7000.440464,39324700
2/7/2022,7045.60498,7045.60498,6955.276711,7023.022913,56813200
2/8/2022,6977.858398,7090.768729,6977.858398,7000.440464,61883100
2/9/2022,7181.097168,7181.097168,7045.604769,7090.768902,108922200
2/10/2022,7000.440918,7181.097458,7000.440918,7181.097458,93277000
2/11/2022,7068.1875,7068.1875,6910.113019,6932.695088,71968800
2/14/2022,6955.276855,7023.023059,6955.276855,7000.440991,57710700
2/15/2022,7113.351563,7113.351563,6977.859152,7000.44122,55617000
2/16/2022,7203.679688,7203.679688,7068.18728,7090.769348,77055100
2/17/2022,7135.933105,7158.515172,7045.604838,7090.768972,48704600
2/18/2022,7158.515137,7181.097203,7090.768937,7181.097203,56813400
2/21/2022,7181.097168,7203.679235,7135.933035,7158.515101,43821700
2/22/2022,7135.933105,7181.097239,7090.768972,7135.933105,80095500
2/23/2022,7271.42627,7316.590408,7113.351785,7135.933855,99240300
2/24/2022,7226.262207,7361.754623,7158.515999,7339.172554,124947700
2/25/2022,7271.42627,7384.336615,7158.515924,7181.097993,135899900
3/1/2022,7271.42627,7384.336615,7226.262131,7226.262131,136616800
3/2/2022,7203.679688,7429.500367,7203.679688,7429.500367,100301000
3/4/2022,7135.933105,7248.843439,7135.933105,7203.679306,132983400
3/7/2022,6955.276855,7090.769262,6955.276855,7045.605126,130990900
3/8/2022,6910.112793,7090.769337,6910.112793,6955.276929,119256500
3/9/2022,7090.769531,7181.097806,6910.112983,6955.27712,132814500
3/10/2022,7158.515137,7203.67927,7045.604803,7158.515137,86484000
3/11/2022,7181.097168,7181.097168,6977.858569,6977.858569,61053900
3/14/2022,7294.007813,7316.58988,7181.097475,7271.425745,78432100
3/15/2022,7361.754395,7406.918532,7294.008188,7361.754395,111214500
3/16/2022,7406.918457,7474.664662,7294.008115,7474.664662,149761300
3/17/2022,7226.262207,7497.24704,7226.262207,7497.24704,132439400
3/18/2022,7135.933105,7316.58964,7135.933105,7226.261373,143981700
3/21/2022,7135.933105,7181.097239,7045.604838,7045.604838,85485500
3/22/2022,7158.515137,7181.097203,7113.351003,7135.93307,60010900
3/23/2022,7135.933105,7181.097239,7068.186905,7158.515172,82208000
3/24/2022,7158.515137,7181.097203,7045.604803,7090.768937,95245100
3/25/2022,7181.097168,7181.097168,7135.933035,7135.933035,85101200
3/28/2022,7245.296387,7245.296387,7153.583774,7176.511927,83911500
3/29/2022,7199.439941,7245.296247,7176.511789,7222.368094,62180600
3/30/2022,7222.368164,7245.296317,7176.511858,7245.296317,71430600
3/31/2022,7314.081055,7337.009208,7222.36844,7268.224747,112691900
4/1/2022,7268.224121,7405.793032,7199.439666,7405.793032,105575400
4/4/2022,7245.296387,7268.22454,7176.511927,7268.22454,57321200
4/5/2022,7245.296387,7245.296387,7199.44008,7245.296387,48528300
4/6/2022,7107.727539,7199.440152,7107.727539,7176.511999,119263000
4/7/2022,7107.727539,7176.511999,7061.871232,7084.799386,68619400
4/8/2022,7199.439941,7222.368094,7130.655483,7153.583636,69791600
4/11/2022,7084.798828,7222.367737,7084.798828,7176.511434,62776200
